Register_0x64,Register_0x65,Register_0x66,Register_0x67,Register_0x68,Register_0x69,Register_0x70,Register_0x71
9383,3444,1376,1711,9492,3552,18732,6888
9366,3444,1376,1711,9492,3552,18732,6888
9366,3444,1376,1711,9492,3552,18732,6888
9366,3444,1376,967,9495,3545,18774,6907
9387,3453,1353,967,9495,3545,18774,6907
9387,3453,1353,967,9495,3545,18774,6907
9387,3453,1353,967,9495,3510,18681,6847
9340,3423,1348,2557,9443,3510,18681,6847
9340,3423,1348,2557,9443,3510,18681,6847
9340,3423,1348,2557,9443,3510,18681,6921
9385,3460,1331,994,9458,3509,18770,6921
9385,3460,1331,994,9458,3509,18770,6921
9385,3460,1331,994,9458,3509,18770,6921
9317,3398,1271,2861,9378,3454,18635,6797
9317,3398,1271,2861,9378,3454,18635,6797
9317,3398,1271,2861,9378,3454,18635,6797
9317,3398,1182,0,9457,3520,18613,6795
9306,3397,1182,0,9457,3520,18613,6795
9306,3397,1182,0,9457,3520,18613,6795
9306,3397,1182,0,9450,3504,18860,6971
9430,3485,1436,2663,9450,3504,18860,6971
9430,3485,1436,2663,9450,3504,18860,6971
9430,3485,1436,2663,9450,3504,18723,6835
9361,3417,1178,685,9409,3464,18723,6835
9361,3417,1178,685,9409,3464,18723,6835
9361,3417,1178,685,9409,3464,18723,6835
9518,3550,1516,1850,9521,3546,19037,7100
9518,3550,1516,1850,9521,3546,19037,7100
9518,3550,1516,1850,9521,3546,19037,7100
9518,3308,910,2657,9495,3518,18521,6617
9260,3308,910,2657,9495,3518,18521,6617
9260,3308,910,2657,9495,3518,18521,6617
9260,3308,910,1595,9579,3582,18945,6957
9472,3478,1307,1595,9579,3582,18945,6957
9472,3478,1307,1595,9579,3582,18945,6957
9472,3478,1307,1595,9579,3504,18893,6932
9446,3466,1346,5222,9492,3504,18893,6932
9446,3466,1346,5222,9492,3504,18893,6932
9446,3466,1346,5222,9492,3504,18893,7142
9604,3571,1496,2534,9573,3548,19209,7142
9604,3571,1496,2534,9573,3548,19209,7142
9604,3571,1496,2534,9573,3548,19209,7142
9488,3468,1128,3466,9479,3446,18977,6937
9488,3468,1128,3466,9479,3446,18977,6937
9488,3468,1128,3466,9479,3446,18977,6937
9488,3468,1244,300,9624,3568,19128,7054
9564,3527,1244,300,9624,3568,19128,7054
9564,3527,1244,300,9624,3568,19128,7054
9564,3527,1244,300,9716,3620,19156,7023
9578,3511,1158,602,9716,3620,19156,7023
9578,3511,1158,602,9716,3620,19156,7023
9578,3511,1158,602,9716,3620,19273,7148
9636,3574,1443,3073,9677,3607,19273,7148
9636,3574,1443,3073,9677,3607,19273,7148
9636,3574,1443,3073,9677,3607,19273,7270
9762,3635,1518,4677,9811,3678,19525,7270
9762,3635,1518,4677,9811,3678,19525,7270
9762,3635,1518,4677,9811,3678,19525,7270
9762,3713,1672,2435,9557,3462,19700,7427
9850,3713,1672,2435,9557,3462,19700,7427
9850,3713,1672,2435,9557,3462,19700,7427
9850,3713,1672,3156,9755,3611,19612,7328
9806,3664,1537,3156,9755,3611,19612,7328
9806,3664,1537,3156,9755,3611,19612,7328
9806,3664,1537,3156,9755,3647,19599,7267
9799,3633,1397,3021,9817,3647,19599,7267
9799,3633,1397,3021,9817,3647,19599,7267
9799,3633,1397,3021,9817,3647,19599,7269
9805,3634,1377,2535,9817,3641,19610,7269
9805,3634,1377,2535,9817,3641,19610,7269
9805,3634,1377,2535,9817,3641,19610,7269
9868,3655,1407,4073,10179,3936,19736,7311
9868,3655,1407,4073,10179,3936,19736,7311
9868,3655,1407,4073,10179,3936,19736,7311
9868,3655,1465,2857,9839,3634,19757,7360
9878,3680,1465,2857,9839,3634,19757,7360
9878,3680,1465,2857,9839,3634,19757,7360
9878,3680,1465,2857,9866,3642,19651,7206
9825,3603,1201,2258,9866,3642,19651,7206
9825,3603,1201,2258,9866,3642,19651,7206
9825,3603,1201,2258,9866,3642,19551,7170
9775,3585,1203,1825,9910,3685,19551,7170
9775,3585,1203,1825,9910,3685,19551,7170
9775,3585,1203,1825,9910,3685,19551,7410
9948,3705,1406,816,9839,3602,19896,7410
9948,3705,1406,816,9839,3602,19896,7410
9948,3705,1406,816,9839,3602,19896,7410
9948,3705,1394,2572,9989,3711,19909,7410
9954,3705,1394,2572,9989,3711,19909,7410
9954,3705,1394,2572,9989,3711,19909,7410
9954,3705,1394,1712,9952,3693,19863,7394
9931,3697,1395,1712,9952,3693,19863,7394
9931,3697,1395,1712,9952,3693,19863,7394
9931,3697,1395,1712,9952,3722,20042,7499
10021,3749,1536,2483,9996,3722,20042,7499
10021,3749,1536,2483,9996,3722,20042,7499
10021,3749,1536,2483,9996,3722,20038,7527
10019,3763,1623,3652,9914,3650,20038,7527
10019,3763,1623,3652,9914,3650,20038,7527
10019,3763,1623,3652,9914,3650,20038,7527
9883,3608,1148,4228,10094,3804,19766,7217
9883,3608,1148,4228,10094,3804,19766,7217
9883,3608,1148,4228,10094,3804,19766,7217
9883,3608,1189,1695,9881,3679,19513,7142
9756,3571,1189,1695,9881,3679,19513,7142
9756,3571,1189,1695,9881,3679,19513,7142
9756,3571,1189,1695,9493,3444,19197,7099
9598,3549,1366,3827,9493,3444,19197,7099
9598,3549,1366,3827,9493,3444,19197,7099
9598,3549,1366,3827,9493,3444,18906,6965
9453,3482,1368,4583,9481,3501,18906,6965
9453,3482,1368,4583,9481,3501,18906,6965
9453,3482,1368,4583,9481,3501,18906,6854
9354,3427,1215,2361,9368,3437,18709,6854
9354,3427,1215,2361,9368,3437,18709,6854
9354,3427,1215,2361,9368,3437,18709,6854
9354,3467,1287,1874,9445,3499,18789,6934
9394,3467,1287,1874,9445,3499,18789,6934
9394,3467,1287,1874,9445,3499,18789,6934
9394,3467,1287,1547,9455,3521,18482,6686
9241,3343,1042,1547,9455,3521,18482,6686
9241,3343,1042,1547,9455,3521,18482,6686
9241,3343,1042,1547,9455,3502,18722,6859
9361,3429,1205,2645,9453,3502,18722,6859
9361,3429,1205,2645,9453,3502,18722,6859
9361,3429,1205,2645,9453,3502,18781,6942
9390,3471,1292,3028,9399,3462,18781,6942
9390,3471,1292,3028,9399,3462,18781,6942
9390,3471,1292,3028,9399,3462,18781,6942
9517,3541,1449,2933,9461,3496,19034,7083
9517,3541,1449,2933,9461,3496,19034,7083
9517,3541,1449,2933,9461,3496,19034,7083
9517,3541,1183,945,9421,3446,18857,6934
9428,3467,1183,945,9421,3446,18857,6934
9428,3467,1183,945,9421,3446,18857,6934
9428,3467,1183,945,9529,3547,19064,7125
9532,3562,1507,3301,9529,3547,19064,7125
9532,3562,1507,3301,9529,3547,19064,7125
9532,3562,1507,3301,9529,3547,18839,6860
9419,3430,1098,1253,9513,3508,18839,6860
9419,3430,1098,1253,9513,3508,18839,6860
9419,3430,1098,1253,9513,3508,18839,6877
9427,3438,1051,821,9498,3500,18855,6877
9427,3438,1051,821,9498,3500,18855,6877
9427,3438,1051,821,9498,3500,18855,6877
9427,3462,1070,891,9606,3554,18993,6924
9496,3462,1070,891,9606,3554,18993,6924
9496,3462,1070,891,9606,3554,18993,6924
9496,3462,1070,1947,9637,3580,19081,6991
9540,3495,1174,1947,9637,3580,19081,6991
9540,3495,1174,1947,9637,3580,19081,6991
9540,3495,1174,1947,9637,3556,19224,7113
9612,3556,1236,1634,9610,3556,19224,7113
9612,3556,1236,1634,9610,3556,19224,7113
9612,3556,1236,1634,9610,3556,19226,7096
9613,3548,1227,2608,9762,3672,19226,7096
9613,3548,1227,2608,9762,3672,19226,7096
9613,3548,1227,2608,9762,3672,19226,7096
9748,3653,1519,3833,9651,3565,19497,7306
9748,3653,1519,3833,9651,3565,19497,7306
9748,3653,1519,3833,9651,3565,19497,7306
9748,3653,1407,1757,9609,3518,19455,7222
9727,3611,1407,1757,9609,3518,19455,7222
9727,3611,1407,1757,9609,3518,19455,7222
9727,3611,1407,2661,9752,3649,19256,7093
9628,3546,1210,2661,9752,3649,19256,7093
9628,3546,1210,2661,9752,3649,19256,7093
9628,3546,1210,2661,9752,3649,19394,7172
9697,3586,1288,533,9763,3637,19394,7172
9697,3586,1288,533,9763,3637,19394,7172
9697,3586,1288,533,9763,3637,19394,7303
9766,3651,1525,3857,9694,3590,19533,7303
9766,3651,1525,3857,9694,3590,19533,7303
9766,3651,1525,3857,9694,3590,19533,7303
9766,3629,1387,2181,9814,3655,19549,7258
9774,3629,1387,2181,9814,3655,19549,7258
9774,3629,1387,2181,9814,3655,19549,7258
9774,3629,1360,634,9824,3658,19555,7269
9777,3634,1360,634,9824,3658,19555,7269
9777,3634,1360,634,9824,3658,19555,7269
9777,3634,1360,634,9824,3583,19510,7245
9755,3622,1363,2282,9738,3583,19510,7245
9755,3622,1363,2282,9738,3583,19510,7245
9755,3622,1363,2282,9738,3583,19610,7268
9805,3634,1376,1906,9886,3703,19610,7268
9805,3634,1376,1906,9886,3703,19610,7268
9805,3634,1376,1906,9886,3703,19610,7268
9802,3648,1410,4170,9696,3535,19604,7296
9802,3648,1410,4170,9696,3535,19604,7296
9802,3648,1410,4170,9696,3535,19604,7296
9802,3648,1308,2299,9958,3740,19629,7285
9814,3642,1308,2299,9958,3740,19629,7285
9814,3642,1308,2299,9958,3740,19629,7285
9814,3642,1308,2028,9911,3698,19524,7156
9762,3578,1159,2028,9911,3698,19524,7156
9762,3578,1159,2028,9911,3698,19524,7156
9762,3578,1159,2028,9911,3698,19690,7273
9845,3636,1287,0,9804,3592,19690,7273
9845,3636,1287,0,9804,3592,19690,7273
9845,3636,1287,0,9804,3592,19690,7129
9752,3564,1133,945,9887,3662,19505,7129
9752,3564,1133,945,9887,3662,19505,7129
9752,3564,1133,945,9887,3662,19505,7129
9752,3827,1811,4127,9849,3617,20147,7655
10073,3827,1811,4127,9849,3617,20147,7655
10073,3827,1811,4127,9849,3617,20147,7655
10073,3827,1183,2680,9975,3721,19698,7229
9849,3614,1183,2680,9975,3721,19698,7229
9849,3614,1183,2680,9975,3721,19698,7229
9849,3614,1183,2680,9975,3679,20159,7660
10079,3830,1892,7274,9924,3679,20159,7660
10079,3830,1892,7274,9924,3679,20159,7660
10079,3830,1892,7274,9924,3679,19783,7318
9891,3659,1213,3668,9874,3613,19783,7318
9891,3659,1213,3668,9874,3613,19783,7318
9891,3659,1213,3668,9874,3613,19783,7318
9902,3660,1379,2819,9985,3731,19804,7320
9902,3660,1379,2819,9985,3731,19804,7320
9902,3660,1379,2819,9985,3731,19804,7320
9902,3781,1561,2837,10053,3772,20117,7563
10058,3781,1561,2837,10053,3772,20117,7563
10058,3781,1561,2837,10053,3772,20117,7563
10058,3781,1561,8245,9889,3600,20188,7617
10094,3808,1768,8245,9889,3600,20188,7617
10094,3808,1768,8245,9889,3600,20188,7617
10094,3808,1768,8245,9889,3600,20100,7548
10050,3774,1615,2924,9926,3654,20100,7548
10050,3774,1615,2924,9926,3654,20100,7548
10050,3774,1615,2924,9926,3654,20100,7557
10076,3778,1621,6535,9925,3623,20152,7557
10076,3778,1621,6535,9925,3623,20152,7557
10076,3778,1621,6535,9925,3623,20152,7557
10039,3760,1592,5539,10070,3771,20079,7521
10039,3760,1592,5539,10070,3771,20079,7521
10039,3760,1592,5539,10070,3771,20079,7521
10039,3760,1346,1715,10032,3706,20015,7394
10007,3697,1346,1715,10032,3706,20015,7394
10007,3697,1346,1715,10032,3706,20015,7394
10007,3697,1346,1715,10032,3574,19910,7347
9955,3673,1281,2097,9853,3574,19910,7347
9955,3673,1281,2097,9853,3574,19910,7347
9955,3673,1281,2097,9853,3574,19877,7386
9938,3693,1397,596,9892,3647,19877,7386
9938,3693,1397,596,9892,3647,19877,7386
9938,3693,1397,596,9892,3647,19877,7386
9576,3476,1121,2000,9683,3575,19153,6953
9576,3476,1121,2000,9683,3575,19153,6953
9576,3476,1121,2000,9683,3575,19153,6953
9576,3401,1002,1311,9586,3567,18770,6803
9385,3401,1002,1311,9586,3567,18770,6803
9385,3401,1002,1311,9586,3567,18770,6803
9385,3401,1002,2793,9466,3498,18809,6923
9404,3461,1293,2793,9466,3498,18809,6923
9404,3461,1293,2793,9466,3498,18809,6923
9404,3461,1293,2793,9466,3498,18457,6688
9228,3344,964,762,9446,3533,18457,6688
9228,3344,964,762,9446,3533,18457,6688
9228,3344,964,762,9446,3533,18457,6782
9290,3391,1095,773,9369,3446,18581,6782
9290,3391,1095,773,9369,3446,18581,6782
9290,3391,1095,773,9369,3446,18581,6782
9330,3444,1441,3559,9328,3433,18660,6889
9330,3444,1441,3559,9328,3433,18660,6889
9330,3444,1441,3559,9328,3433,18660,6889
9330,3444,1436,1835,9358,3444,18872,7032
9436,3516,1436,1835,9358,3444,18872,7032
9436,3516,1436,1835,9358,3444,18872,7032
9436,3516,1436,1835,9358,3549,18643,6827
9321,3413,1157,2036,9487,3549,18643,6827
9321,3413,1157,2036,9487,3549,18643,6827
9321,3413,1157,2036,9487,3549,18773,6938
9386,3469,1358,2672,9442,3497,18773,6938
9386,3469,1358,2672,9442,3497,18773,6938
9386,3469,1358,2672,9442,3497,18773,6938
9366,3440,1278,3257,9459,3506,18733,6880
9366,3440,1278,3257,9459,3506,18733,6880
9366,3440,1278,3257,9459,3506,18733,6880
9366,3468,1299,879,9506,3553,18856,6936
9428,3468,1299,879,9506,3553,18856,6936
9428,3468,1299,879,9506,3553,18856,6936
9428,3468,1299,317,9344,3381,19073,7104
9536,3552,1385,317,9344,3381,19073,7104
9536,3552,1385,317,9344,3381,19073,7104
9536,3552,1385,317,9344,3381,18955,7003
9477,3501,1235,3952,9410,3422,18955,7003
9477,3501,1235,3952,9410,3422,18955,7003
9477,3501,1235,3952,9410,3422,18955,7066
9543,3533,1322,1528,9534,3519,19087,7066
9543,3533,1322,1528,9534,3519,19087,7066
9543,3533,1322,1528,9534,3519,19087,7066
9596,3598,1480,3099,9559,3544,19192,7196
9596,3598,1480,3099,9559,3544,19192,7196
9596,3598,1480,3099,9559,3544,19192,7196
9596,3598,1319,2111,9604,3561,19137,7087
9568,3543,1319,2111,9604,3561,19137,7087
9568,3543,1319,2111,9604,3561,19137,7087
9568,3543,1319,2111,9604,3530,19299,7232
9649,3616,1415,1977,9576,3530,19299,7232
9649,3616,1415,1977,9576,3530,19299,7232
9649,3616,1415,1977,9576,3530,19266,7192
9633,3596,1440,480,9573,3540,19266,7192
9633,3596,1440,480,9573,3540,19266,7192
9633,3596,1440,480,9573,3540,19266,7192
9671,3630,1453,1349,9722,3658,19343,7260
9671,3630,1453,1349,9722,3658,19343,7260
9671,3630,1453,1349,9722,3658,19343,7260
9671,3517,1278,1939,9609,3578,19068,7034
9534,3517,1278,1939,9609,3578,19068,7034
9534,3517,1278,1939,9609,3578,19068,7034
9534,3517,1278,1150,9542,3492,19314,7183
9657,3591,1368,1150,9542,3492,19314,7183
9657,3591,1368,1150,9542,3492,19314,7183
9657,3591,1368,1150,9542,3492,19271,7176
9635,3588,1338,810,9664,3604,19271,7176
9635,3588,1338,810,9664,3604,19271,7176
9635,3588,1338,810,9664,3604,19271,7043
9567,3521,1155,1680,9724,3642,19135,7043
9567,3521,1155,1680,9724,3642,19135,7043
9567,3521,1155,1680,9724,3642,19135,7043
9698,3629,1438,2555,9676,3601,19397,7258
9698,3629,1438,2555,9676,3601,19397,7258
9698,3629,1438,2555,9676,3601,19397,7258
9698,3629,1369,2034,9657,3577,19395,7243
9697,3621,1369,2034,9657,3577,19395,7243
9697,3621,1369,2034,9657,3577,19395,7243
9697,3621,1369,2034,9657,3661,19601,7366
9800,3683,1578,3885,9779,3661,19601,7366
9800,3683,1578,3885,9779,3661,19601,7366
9800,3683,1578,3885,9779,3661,19360,7184
9680,3592,1247,251,9710,3597,19360,7184
9680,3592,1247,251,9710,3597,19360,7184
9680,3592,1247,251,9710,3597,19360,7184
9775,3639,1477,4104,9749,3610,19551,7279
9775,3639,1477,4104,9749,3610,19551,7279
9775,3639,1477,4104,9749,3610,19551,7279
9775,3587,1247,964,9917,3763,19420,7174
9710,3587,1247,964,9917,3763,19420,7174
9710,3587,1247,964,9917,3763,19420,7174
9710,3587,1247,1477,9657,3505,19681,7356
9840,3678,1438,1477,9657,3505,19681,7356
9840,3678,1438,1477,9657,3505,19681,7356
9840,3678,1438,1477,9657,3505,19663,7312
9831,3656,1334,2324,9822,3641,19663,7312
9831,3656,1334,2324,9822,3641,19663,7312
9831,3656,1334,2324,9822,3641,19663,7245
9789,3622,1255,253,10061,3854,19579,7245
9789,3622,1255,253,10061,3854,19579,7245
9789,3622,1255,253,10061,3854,19579,7245
9746,3562,1054,38,9925,3711,19493,7124
9746,3562,1054,38,9925,3711,19493,7124
9746,3562,1054,38,9925,3711,19493,7124
9746,3562,1240,2355,9867,3674,19555,7203
9777,3601,1240,2355,9867,3674,19555,7203
9777,3601,1240,2355,9867,3674,19555,7203
9777,3601,1240,2355,9867,3703,19869,7418
9934,3709,1527,5535,9941,3703,19869,7418
9934,3709,1527,5535,9941,3703,19869,7418
9934,3709,1527,5535,9941,3703,19753,7315
9876,3657,1293,1020,9985,3750,19753,7315
9876,3657,1293,1020,9985,3750,19753,7315
9876,3657,1293,1020,9985,3750,19753,7315
9758,3539,1026,0,9887,3649,19516,7078
9758,3539,1026,0,9887,3649,19516,7078
9758,3539,1026,0,9887,3649,19516,7078
9758,3639,1214,134,9960,3720,19751,7279
9875,3639,1214,134,9960,3720,19751,7279
9875,3639,1214,134,9960,3720,19751,7279
9875,3639,1214,1409,9922,3678,19777,7309
9888,3654,1370,1409,9922,3678,19777,7309
9888,3654,1370,1409,9922,3678,19777,7309
9888,3654,1370,1409,9922,3644,19904,7448
9952,3724,1586,4372,9883,3644,19904,7448
9952,3724,1586,4372,9883,3644,19904,7448
9952,3724,1586,4372,9883,3644,19904,7146
9676,3573,1358,4369,9555,3453,19352,7146
9676,3573,1358,4369,9555,3453,19352,7146
9676,3573,1358,4369,9555,3453,19352,7146
9461,3465,1191,3443,9470,3464,18923,6931
9461,3465,1191,3443,9470,3464,18923,6931
9461,3465,1191,3443,9470,3464,18923,6931
9461,3465,1386,4299,9386,3454,18812,6972
9406,3486,1386,4299,9386,3454,18812,6972
9406,3486,1386,4299,9386,3454,18812,6972
9406,3486,1386,4299,9386,3555,18586,6776
9293,3388,1113,964,9487,3555,18586,6776
9293,3388,1113,964,9487,3555,18586,6776
9293,3388,1113,964,9487,3555,18680,6870
9340,3435,1295,2015,9438,3523,18680,6870
9340,3435,1295,2015,9438,3523,18680,6870
9340,3435,1295,2015,9438,3523,18680,6870
9323,3440,1251,711,9362,3456,18647,6880
9323,3440,1251,711,9362,3456,18647,6880
9323,3440,1251,711,9362,3456,18647,6880
9323,3481,1331,2869,9264,3363,18761,6962
9380,3481,1331,2869,9264,3363,18761,6962
9380,3481,1331,2869,9264,3363,18761,6962
9380,3481,1331,7185,9234,3343,19036,7226
9518,3613,1804,7185,9234,3343,19036,7226
9518,3613,1804,7185,9234,3343,19036,7226
9518,3613,1804,7185,9234,3542,18911,7049
9455,3524,1511,6118,9503,3542,18911,7049
9455,3524,1511,6118,9503,3542,18911,7049
9455,3524,1511,6118,9503,3542,18911,6955
9402,3477,1376,1914,9404,3478,18804,6955
9402,3477,1376,1914,9404,3478,18804,6955
9402,3477,1376,1914,9404,3478,18804,6955
9504,3553,1490,5465,9313,3380,19008,7106
9504,3553,1490,5465,9313,3380,19008,7106
9504,3553,1490,5465,9313,3380,19008,7106
9504,3553,1252,1433,9455,3492,18881,6986
9440,3493,1252,1433,9455,3492,18881,6986
9440,3493,1252,1433,9455,3492,18881,6986
9440,3493,1252,1433,9451,3478,19031,7087
9515,3543,1312,1916,9451,3478,19031,7087
9515,3543,1312,1916,9451,3478,19031,7087
9515,3543,1312,1916,9451,3478,18948,6958
9474,3479,1163,2499,9626,3609,18948,6958
9474,3479,1163,2499,9626,3609,18948,6958
9474,3479,1163,2499,9626,3609,18948,6958
9463,3480,1118,697,9595,3586,18927,6960
9463,3480,1118,697,9595,3586,18927,6960
9463,3480,1118,697,9595,3586,18927,6960
9463,3615,1540,4514,9635,3600,19288,7231
9644,3615,1540,4514,9635,3600,19288,7231
9644,3615,1540,4514,9635,3600,19288,7231
9644,3615,1540,1815,9640,3602,19033,7039
9516,3519,1279,1815,9640,3602,19033,7039
9516,3519,1279,1815,9640,3602,19033,7039
9516,3519,1279,1815,9640,3420,19041,7008
9520,3504,1196,2861,9445,3420,19041,7008
9520,3504,1196,2861,9445,3420,19041,7008
9520,3504,1196,2861,9445,3420,19041,6999
9514,3499,1249,4117,9641,3602,19029,6999
9514,3499,1249,4117,9641,3602,19029,6999
9514,3499,1249,4117,9641,3602,19029,6999
9587,3566,1362,1043,9533,3514,19175,7133
9587,3566,1362,1043,9533,3514,19175,7133
9587,3566,1362,1043,9533,3514,19175,7133
9587,3566,1784,5889,9598,3547,19487,7406
9743,3703,1784,5889,9598,3547,19487,7406
9743,3703,1784,5889,9598,3547,19487,7406
9743,3703,1784,5889,9627,3598,18864,6880
9432,3440,918,44,9627,3598,18864,6880
9432,3440,918,44,9627,3598,18864,6880
9432,3440,918,44,9627,3598,19084,6993
9542,3496,1110,1953,9340,3323,19084,6993
9542,3496,1110,1953,9340,3323,19084,6993
9542,3496,1110,1953,9340,3323,19084,6993
9566,3529,1194,1848,9617,3569,19132,7058
9566,3529,1194,1848,9617,3569,19132,7058
9566,3529,1194,1848,9617,3569,19132,7058
9566,3618,1385,266,9676,3611,19358,7236
9679,3618,1385,266,9676,3611,19358,7236
9679,3618,1385,266,9676,3611,19358,7236
9679,3618,1385,1224,9696,3635,18978,6873
9489,3436,898,1224,9696,3635,18978,6873
9489,3436,898,1224,9696,3635,18978,6873
9489,3436,898,1224,9696,3523,19408,7247
9704,3623,1365,1774,9602,3523,19408,7247
9704,3623,1365,1774,9602,3523,19408,7247
9704,3623,1365,1774,9602,3523,19408,7654
9952,3827,1997,7108,9689,3575,19905,7654
9952,3827,1997,7108,9689,3575,19905,7654
9952,3827,1997,7108,9689,3575,19905,7654
9680,3583,1346,3267,9846,3720,19361,7167
9680,3583,1346,3267,9846,3720,19361,7167
9680,3583,1346,3267,9846,3720,19361,7167
9680,3583,1463,2413,9839,3698,19618,7365
9809,3682,1463,2413,9839,3698,19618,7365
9809,3682,1463,2413,9839,3698,19618,7365
9809,3682,1463,2413,9790,3651,19527,7282
9763,3641,1423,3222,9790,3651,19527,7282
9763,3641,1423,3222,9790,3651,19527,7282
9763,3641,1423,3222,9790,3651,19541,7232
9770,3616,1209,512,9855,3675,19541,7232
9770,3616,1209,512,9855,3675,19541,7232
9770,3616,1209,512,9855,3675,19541,7232
9907,3730,1584,3134,9829,3647,19814,7461
9907,3730,1584,3134,9829,3647,19814,7461
9907,3730,1584,3134,9829,3647,19814,7461
9907,3718,1527,4760,9860,3675,19781,7436
9890,3718,1527,4760,9860,3675,19781,7436
9890,3718,1527,4760,9860,3675,19781,7436
9890,3718,1527,1909,9787,3592,19726,7326
9863,3663,1355,1909,9787,3592,19726,7326
9863,3663,1355,1909,9787,3592,19726,7326
9863,3663,1355,1909,9787,3595,19906,7491
9953,3745,1668,3357,9789,3595,19906,7491
9953,3745,1668,3357,9789,3595,19906,7491
9953,3745,1668,3357,9789,3595,19906,7301
9865,3650,1230,1489,9880,3634,19731,7301
9865,3650,1230,1489,9880,3634,19731,7301
9865,3650,1230,1489,9880,3634,19731,7301
9855,3631,1198,1115,9938,3705,19711,7262
9855,3631,1198,1115,9938,3705,19711,7262
9855,3631,1198,1115,9938,3705,19711,7262
9855,3631,1326,0,9931,3684,19846,7374
9923,3687,1326,0,9931,3684,19846,7374
9923,3687,1326,0,9931,3684,19846,7374
9923,3687,1326,0,9855,3672,19492,7162
9746,3581,1215,966,9855,3672,19492,7162
9746,3581,1215,966,9855,3672,19492,7162
9746,3581,1215,966,9855,3672,19818,7618
9909,3809,2118,9234,9676,3609,19818,7618
9909,3809,2118,9234,9676,3609,19818,7618
9909,3809,2118,9234,9676,3609,19818,7618
9473,3505,1368,2766,9446,3483,18946,7011
9473,3505,1368,2766,9446,3483,18946,7011
9473,3505,1368,2766,9446,3483,18946,7011
9473,3325,938,144,9456,3537,18417,6650
9208,3325,938,144,9456,3537,18417,6650
9208,3325,938,144,9456,3537,18417,6650
9208,3325,938,4248,9297,3408,18645,6874
9322,3437,1327,4248,9297,3408,18645,6874
9322,3437,1327,4248,9297,3408,18645,6874
9322,3437,1327,4248,9297,3422,18441,6743
9220,3371,1135,2325,9292,3422,18441,6743
9220,3371,1135,2325,9292,3422,18441,6743
9220,3371,1135,2325,9292,3422,18441,6783
9271,3391,1172,1976,9320,3426,18543,6783
9271,3391,1172,1976,9320,3426,18543,6783
9271,3391,1172,1976,9320,3426,18543,6783
9351,3470,1355,1936,9421,3521,18703,6940
9351,3470,1355,1936,9421,3521,18703,6940
9351,3470,1355,1936,9421,3521,18703,6940
9351,3470,1411,1728,9273,3394,18738,6963
9369,3481,1411,1728,9273,3394,18738,6963
9369,3481,1411,1728,9273,3394,18738,6963
9369,3481,1411,1728,9375,3465,18981,7152
9490,3576,1783,8623,9375,3465,18981,7152
9490,3576,1783,8623,9375,3465,18981,7152
